gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure,charges_x_tenure,avg_monthly_revenue,total_services,high_value,contract_risk,fiber_risk,tenure_risk_med,tenure_risk_low,tenure_risk_vlow
1,0,1,0,1.4508197855632678,1,1,1.503537675231376,2.3530574985015806,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1.029242409016001,2.181362207565479,1.6107787707669092,1,1,0,1,0,0,1
1,0,0,0,-1.1145631287986442,0,0,-1.3447823830533592,-0.9631838351823664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1958264935201746,1.4988448604092488,-0.8564960121103409,0,0,1,0,0,0,0
0,0,1,1,1.6137012404433893,1,1,1.3091074262119398,2.216728552951454,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0.8062489536895702,2.1125082775518598,1.365231791253744,1,1,0,1,0,0,1
0,0,0,0,-0.0151133083578247,0,0,-1.150352134033923,-0.5978814193939866,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-45.806475102492854,0.017385626521736367,-23.807353888827684,0,0,0,0,0,1,0
1,0,0,0,0.4328106925625091,1,0,0.9833952141793793,0.7237544220766552,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2.2208027735024913,0.4256239637116341,1.6344556132742591,1,1,0,1,0,1,0
1,0,1,1,1.6137012404433893,1,0,-1.5076384890696393,-0.4055728420570864,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.9285196386608312,-2.432878099951874,-0.24978292308647576,1,0,0,0,0,0,1
1,0,1,0,0.9214550572028734,1,1,1.0631614701873533,1.305448135343643,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1413985698676539,0.9796555133273785,1.4015148935514479,1,1,1,1,0,1,0
0,0,0,0,0.7992939660427822,1,0,-0.2263930019415581,0.3356716513971275,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.27974136894725116,-0.18095456040619926,0.4147709799919386,1,0,0,0,0,1,0
0,0,0,0,0.4328106925625091,1,1,0.893658176170409,0.7382349577438965,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.0181494963431947,0.38678481414246346,1.6671570270171017,1,1,1,1,0,1,0
0,1,1,0,0.188488510242327,1,1,0.3901336851200734,0.2588100276268009,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9655227632258119,0.07353571710363173,1.3039043283202119,1,0,1,1,0,1,0
0,0,1,1,1.2879383306831464,0,1,-0.3377334009526884,0.5039858045415107,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.26020758688506296,-0.43497979263894726,0.38829718841591404,0,0,0,0,0,0,1
1,0,1,1,-1.1960038562387048,1,0,0.8338334841644282,-0.8977565368322087,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.691402004936365,-0.997268062521611,-0.7444060250620919,1,0,1,1,0,0,0
0,0,0,0,0.1477681465222966,0,0,-1.1204397880309327,-0.510159393873229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7.101812455358892,-0.16556531076716582,-3.233601998367462,0,0,0,0,0,1,0
0,0,1,1,-0.9109613101984924,1,1,1.179487260198982,-0.5373986941984968,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.2807131495510602,-1.0744672599132947,-0.5835192947276718,1,1,1,1,1,0,0
0,0,0,0,0.3513699651224484,1,0,-1.4660935640654862,-0.6387182958945911,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-4.057043212123918,-0.515141244471936,-1.7674913732195883,1,0,0,0,0,1,0
1,0,1,1,-0.2187151269579764,1,1,0.6792863631489789,-0.0575322843354487,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.9700106511703943,-0.148570203156951,-0.25154560216744887,1,0,1,1,1,0,0
0,0,1,1,0.9621754209229036,1,1,1.1645310871974868,1.427539359086801,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1.1978610671847436,1.1204831890020484,1.4683968843108708,1,1,0,1,0,0,1
0,0,0,0,-1.0738427650786138,1,0,-1.46443176706532,-0.9576432643706626,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.351147799523394,1.5725694580143836,-0.8835629071170692,1,0,1,0,0,0,0
1,0,0,0,-1.1960038562387048,1,1,0.3203382111130964,-0.9060784300434128,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.265619557894425,-0.3831257357918716,-0.7513064119623116,1,0,1,1,0,0,0
0,0,1,1,-1.0331224013585834,1,0,-0.467353566965646,-0.8527476767323534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4480332953802501,0.4828334393870477,-0.8174953156232844,1,0,1,0,0,0,0
0,0,1,1,-1.1552834925186746,1,0,-1.4594463760648215,-0.9796510297063936,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.252438900434722,1.68607430648389,-0.8406975950452623,1,0,1,0,0,0,0
1,0,0,0,0.0256070553622056,1,1,0.8039211381614382,0.3292260471062214,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,22.577579920151003,0.020586053091747283,9.24609024130852,1,0,0,1,0,1,0
0,1,0,0,-0.2187151269579764,1,1,0.4416493921252231,-0.0646401082452836,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.9310021072911838,-0.09659540286958126,-0.28262279415021124,1,0,1,1,1,0,0
1,0,1,0,1.6137012404433893,1,1,-1.3697093380558512,-0.2463310976920268,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.8435722680619621,-2.2103016578676207,-0.1517096196987325,1,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-1.4960059100684764,-0.9987008807442432,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1619963523352315,1.9110646469683976,-0.7757233929949348,1,0,1,0,0,0,0
1,1,0,0,1.5729808767233588,0,1,-0.2762469119465419,0.7520311998049115,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,-0.17451058064475827,-0.43453110974579195,0.4750728267555289,0,0,0,0,0,0,1
0,0,0,0,-0.7888002190384014,1,1,0.7042133181514708,-0.4707352525596724,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8815887894963341,-0.5554836196076396,-0.5893028586376018,1,0,1,1,1,0,0
0,0,1,1,-0.3001558543980371,0,1,-0.2047896409393986,-0.3440305654713106,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.6602797852610667,0.061468809648032426,-1.1092183513318454,0,0,1,0,1,0,0
1,0,0,0,1.4100994218432374,1,0,-0.4723389579661445,0.4318480140528753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3326097811891689,-0.6660448915420976,0.30409702828577473,1,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,0,1,-0.9742016520163136,-0.9917696487327894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.7566940467702412,1.2444886237791453,-0.7703396800962805,0,0,1,0,0,0,0
1,0,0,0,-1.2367242199587352,1,0,-0.6784017859867437,-0.9715498763681658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5441474346340989,0.8389959195930684,-0.7792821065113524,1,0,1,0,0,0,0
0,0,0,0,0.4328106925625091,1,1,-1.2982520670487077,-0.4828538715860679,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-2.9318444401959436,-0.5618973762600602,-1.090429566620969,1,0,0,0,0,1,0
0,0,0,0,-0.3815965818380978,1,1,0.3402797751150897,-0.222248377550319,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8689549166079683,-0.12984959905255486,-0.5675442224421807,1,0,1,1,1,0,0
0,0,1,1,1.2879383306831464,1,0,-1.481049737066981,-0.4433193603360234,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.1410786645675663,-1.9075007260167605,-0.3415565669462048,1,0,0,0,0,0,1
1,0,0,1,1.002895784642934,1,1,-1.5009913010689746,-0.4906459891021293,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.4818812792256846,-1.5053378486277877,-0.4843992803021604,1,0,0,0,0,0,1
0,1,1,0,-1.2774445836787656,1,1,0.1890562480999726,-0.9763178576244528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1468461248714567,-0.2415088801459389,-0.7583377723604272,1,0,1,1,0,0,0
0,1,1,1,1.6137012404433893,1,1,0.7740087921584478,1.8293742238527488,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0.4766940942578123,1.2490189480201765,1.1266692284802318,1,0,0,0,0,0,1
0,0,0,0,-0.9924020376385532,1,0,0.2123214061022984,-0.7585800469206894,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.21181262420663335,-0.2107081960502037,-0.7567622754516174,1,0,1,0,0,0,0
0,0,1,0,1.1657772395230557,1,1,1.2060760122016398,1.6287658272919416,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0257691437290235,1.406015964159403,1.3852673555346564,1,1,0,1,0,0,1
1,0,0,0,1.2879383306831464,1,1,0.6493740171459885,1.3275883446031598,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5003119191373309,0.8363536876320133,1.0228439311938708,1,0,0,1,0,0,1
1,1,1,0,1.5729808767233588,1,0,-1.3564149620545218,-0.2320933758850593,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.8568738776315415,-2.1336147962132035,-0.14661792779548521,1,0,0,0,0,0,1
0,0,1,1,1.3286586944031769,1,1,1.1396041321949948,1.8254229801264736,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.8513029773455975,1.5141449384186672,1.3636209048343828,1,1,0,1,0,0,1
1,0,0,0,-1.1960038562387048,1,0,-1.5009913010689746,-0.9803353233126202,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.2445990892187353,1.7951913842592444,-0.8128790950719664,1,0,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,1,-0.6351950639824246,-0.987266555324074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.49337662532037513,0.8114264940638353,-0.7668419812704033,1,0,1,0,0,0,0
1,0,0,1,-0.0965540357978854,1,0,-0.0086975949197961,-0.1553862700258159,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.08162614259204536,0.0008397878912414988,-1.4582861067839497,1,0,0,0,0,1,0
1,0,1,1,-0.7073594915983407,1,1,0.1574821050968162,-0.5344187059133176,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.2195302452135011,-0.11139646179712036,-0.7449803232164466,1,0,1,0,1,0,0
0,0,1,1,-0.9924020376385532,1,1,0.1259079620936597,-0.7582710110985227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.12560625115075802,-0.1249513181366656,-0.7564539801663298,1,0,1,0,0,0,0
1,0,0,0,-1.0331224013585834,1,0,1.0049985751815391,-0.7180301322549542,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.9634522026107473,-1.0382865413535065,-0.6883469584391797,1,1,1,1,0,0,0
0,0,1,1,1.5322605130033284,1,1,1.4420511862252297,2.493757093536636,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0.9350243840562605,2.2095980903825287,1.6169493237432413,1,1,0,1,0,0,1
1,0,1,1,1.2064976032430856,1,0,0.7091987091519689,1.2950071393518667,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.5829840578898813,0.8556465428149407,1.064537353710752,1,0,0,0,0,0,1
0,0,1,1,-1.0738427650786138,1,0,-1.4976677070686424,-0.9573121545611984,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.3818127087465615,1.6082596317275382,-0.8832574109508977,1,0,1,0,0,0,0
0,0,1,1,-0.748079855318371,1,1,0.5363718211346925,-0.4984822545927858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.707540000399341,-0.40124895435129193,-0.6575590303523342,1,0,1,1,1,0,0
0,0,0,0,-0.4223169455581282,1,1,0.6443886261454905,-0.2030660825886837,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4905467684445595,-0.27213623634616213,-0.46971575987270653,1,0,1,1,1,0,0
1,0,1,1,-0.4223169455581282,1,0,-1.4827115340671475,-0.8220427604013584,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-3.429686366221298,0.6261742062110442,-1.901481699589841,1,0,0,0,1,0,0
1,0,1,1,-0.6666391278783103,1,0,-0.0170065799206267,-0.5553448458714653,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.025133899622318677,0.011337251606479366,-0.8207400710225272,1,0,0,0,1,0,0
1,0,0,0,-0.9109613101984924,1,0,-1.2982520670487077,-0.8963438016451608,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-1.4096705829791034,1.1826574039665916,-0.973269769011224,1,0,0,0,1,0,0
0,0,0,1,-0.7888002190384014,1,1,-0.291203084948037,-0.6698867659588362,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3645505822451931,0.22970105719166978,-0.8386161520652164,1,0,1,0,1,0,0
0,0,1,0,-0.5037576729981889,1,0,0.5862257311396761,-0.3044298322593732,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1410549407828363,-0.29531571017058517,-0.5925553004060854,1,0,1,1,1,0,0
0,0,0,0,-1.2367242199587352,1,1,0.1641292930974807,-0.9477320440740296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13164843553204825,-0.20298267197836042,-0.7601777754068162,1,0,1,1,0,0,0
1,0,0,0,0.8400143297628127,1,1,0.3037202411114352,0.7400670986895993,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.35731190696065684,0.2551293547726221,0.8706524969950884,1,0,0,0,0,1,0
0,0,1,1,-0.8702409464784621,1,0,-1.4677553610656522,-0.9041579931485196,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.6674472676346528,1.27730081461261,-1.027171022622546,1,0,0,0,1,0,0
1,0,1,0,1.4915401492832985,1,0,-1.491020519067978,-0.4054845461078958,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.9929941066042478,-2.223916967595113,-0.27004575688598004,1,0,0,0,0,0,1
0,0,0,0,-1.1552834925186746,1,1,0.2040124211014678,-0.8868961350817778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17507535497693352,-0.23569218236729428,-0.7610990293570683,1,0,1,1,0,0,0
1,0,1,0,1.6137012404433893,1,1,0.8072447321617703,1.753792891345684,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.4971633401852507,1.3026518256308401,1.0801204357439367,1,0,0,0,0,0,1
1,1,1,0,1.0436161483629645,0,1,-0.6468276429835875,0.1630309967424102,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.6139120437633605,-0.6750397734252263,0.1547347171887185,0,0,1,0,0,0,1
0,0,1,1,-0.6666391278783103,1,0,-1.4744025490663168,-0.8655285153776776,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-2.1790087039298145,0.982894429451127,-1.2791582391808385,1,0,1,0,1,0,0
1,0,1,0,0.4328106925625091,1,1,0.6477122201458225,0.5550870851355102,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.4627294033880824,0.2803367745825138,1.253553932772641,1,0,0,1,0,1,0
0,0,1,0,-1.2367242199587352,1,1,1.3174164112127704,-0.9002288234095427,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.0567023485405418,-1.6292807835179497,-0.7220753467349331,1,1,1,1,0,0,0
1,0,1,0,-0.748079855318371,1,0,0.5712695581381809,-0.4857014159474615,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.7535743815514854,-0.4273552483998001,-0.6406995417962681,1,0,0,0,1,0,0
0,0,1,0,0.8400143297628127,1,1,1.0000131841810405,1.2000669199847858,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1.1764662655276452,0.8400254046638128,1.4118196340521123,1,1,0,1,0,1,0
0,0,0,0,-0.0151133083578247,1,0,-1.4694171580658184,-0.718449538013609,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-58.511492676670116,0.02220775461612715,-28.608319054456935,1,0,0,0,0,1,0
0,0,1,0,0.0663274190822359,1,0,-1.33148800705203,-0.6629776079346799,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-17.444425909612796,-0.08831416304671107,-8.685969156383782,1,0,1,0,0,1,0
0,1,0,0,-0.7073594915983407,1,1,0.3220000081132624,-0.5016167607890484,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4488684012472154,-0.22776976203365887,-0.6992543719905366,1,0,1,1,1,0,0
0,1,0,0,-1.0331224013585834,1,0,0.3884718881199074,-0.7850909056651358,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37241256406146955,-0.40133900991474164,-0.7526354573946622,1,0,1,1,0,0,0
0,0,1,1,-0.7073594915983407,1,1,1.3489905542159264,-0.3190428118504003,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1.8804944661849468,-0.9542212726011415,-0.4447460660756639,1,1,1,1,1,0,0
1,0,1,0,1.1657772395230557,1,1,-1.4694171580658184,-0.4546874637942998,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.249741114789631,-1.7130130782377833,-0.3867122517006198,1,0,0,0,0,0,1
0,0,0,0,-1.2774445836787656,0,0,-1.156999322034587,-0.994197787335528,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8986789308853652,1.478002517253087,-0.7722256941690575,0,0,1,0,0,0,0
0,0,0,0,-1.2774445836787656,1,0,-0.6468276429835875,-0.9874210732351574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5024120270367921,0.8262864691030861,-0.7669620003477617,1,0,1,0,0,0,0
1,0,0,0,-0.9924020376385532,1,0,0.6560212051466532,-0.7148735520713938,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6544491935512223,-0.651036780721638,-0.713160513675216,1,0,1,1,0,0,0
1,0,1,1,0.0256070553622056,1,0,0.3319707901142591,0.0756621550184145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,9.323174487116475,0.008500794401090968,2.1249203071907092,1,0,0,0,0,1,0
0,0,0,0,-0.7888002190384014,1,1,0.4815325201292102,-0.5166491461387304,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6028197146827036,-0.37983295735203443,-0.6467814277275418,1,0,1,1,1,0,0
0,0,1,0,-1.2774445836787656,0,1,-1.328164413051698,-0.9964714080271831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0316284132840723,1.6966564356877785,-0.7739916891644758,0,0,1,0,0,0,0
1,0,0,0,-0.5037576729981889,1,1,-0.4307940329619915,-0.5554110678333581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8385160078446364,0.2170157995864379,-1.0810759566705608,1,0,1,0,1,0,0
1,0,0,0,-1.1960038562387048,0,0,-1.1420431490330922,-0.9711525445968086,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.9469647573059229,1.365888010234572,-0.8052648750441375,0,0,1,0,0,0,0
0,0,0,0,-0.7888002190384014,1,0,-1.4993295040688086,-0.8993458639176377,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.876976831420636,1.182671441220214,-1.1258708278776808,1,0,0,0,1,0,0
0,0,1,0,0.3106496014024181,1,0,-0.2712615209460435,0.0429043578687404,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8459749201609263,-0.0842672833577021,0.1338044946293105,1,0,1,0,0,1,0
1,0,1,1,0.4328106925625091,1,1,0.2372483611047903,0.3935496460914977,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.5357783023075923,0.10268362747908454,0.8887537105620874,1,0,0,0,0,1,0
1,0,1,0,-1.0738427650786138,1,1,0.8720548151682491,-0.7729943606260379,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.8045953188652755,-0.9364497540203921,-0.713197878448698,1,1,1,1,0,0,0
0,0,1,1,1.4915401492832985,1,0,-1.4960059100684764,-0.4002088631437637,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.9963142915509361,-2.231352878432232,-0.26653224246770074,1,0,0,0,0,0,1
0,0,1,1,1.6137012404433893,1,0,1.4935668932303794,2.581501193044691,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0.919853268586853,2.4101707482910424,1.5898868146086729,1,1,0,1,0,0,1
1,0,1,1,1.0843365120829946,1,0,-1.5109620830699717,-0.4808672127292818,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-1.3807106556227013,-1.6383913550457492,-0.4394143916609197,1,0,0,0,0,0,1
0,0,1,0,-0.5037576729981889,1,1,1.0565142821866886,-0.1678801468362711,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2.056444774870376,-0.5322271762837181,-0.32676912805322306,1,1,1,1,1,0,0
1,0,1,1,-0.3408762181180675,1,1,-1.3514295710540236,-0.748094902954318,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-3.8515849786071183,0.46067020123381774,-2.1320763971030634,1,0,0,0,1,0,0
1,0,0,0,1.0843365120829946,1,1,1.5484061942358611,1.8709174679468767,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1.414926923427398,1.6789933719454175,1.7096363388129245,1,1,1,1,0,0,1
1,0,1,1,1.6137012404433893,1,1,1.5783185402388515,2.542805493311956,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.9720498457018207,2.546934586198234,1.5660550290751667,1,1,0,1,0,0,1
1,0,0,1,-1.2774445836787656,1,0,-1.462769970065154,-0.9982594009982908,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1361809188597545,1.868607575427681,-0.775380481345339,1,0,1,0,0,0,0
0,0,1,0,-0.2187151269579764,1,1,1.2343265612044645,0.176253315133687,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,5.396785851559599,-0.2699658905414369,0.7706237776134124,1,1,0,1,1,0,0
0,0,0,0,-0.748079855318371,1,1,0.5081212721318681,-0.5163621843038613,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6702740727999853,-0.3801152877405945,-0.6811448433582298,1,0,1,1,1,0,0
1,0,1,1,1.5729808767233588,1,0,1.3556377422165908,2.2619581529242865,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.8563828926491205,2.1323922442711276,1.4289232334924697,1,1,0,1,0,0,1
1,0,0,1,-0.7888002190384014,1,1,0.4499583771260538,-0.5509521223992381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5632927563136066,-0.35492726643519484,-0.6897245509803143,1,0,1,1,1,0,0
1,0,0,0,0.4735310562825394,1,0,0.1358787440946564,0.2988963885592859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.28101347851224473,0.0643428052174875,0.6181534457315875,1,0,1,1,0,1,0
0,0,0,0,0.0256070553622056,1,1,0.5047976781315361,0.1778867901937112,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,14.17690042034039,0.012926382090627088,4.995829854061046,1,0,0,1,0,1,0
1,0,1,1,1.6137012404433893,0,1,-0.3094828519498643,0.8376120485577997,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,-0.19060332297667817,-0.49941286208745383,0.5158658672509668,0,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,0.50313588113137,-0.9721458740252016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3908019712147152,-0.6427282062057118,-0.7550972572717466,1,0,1,1,0,0,0
0,0,0,0,-0.5444780367182193,1,1,1.3905354792200797,-0.1533996111690297,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,2.507827879802455,-0.7571160277127772,-0.2766558835710674,1,1,1,1,1,0,0
1,0,1,0,1.2879383306831464,1,1,1.2526063282062914,1.930230271815593,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.9650738394843494,1.6132797033531563,1.4871509887527947,1,1,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,1,-0.6235624849812617,-0.9701150671938202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5001607211913319,0.7711748278339813,-0.778131243191802,1,0,1,0,0,0,0
